identifier,date,set,download
oai:arXiv.org:1011.4111,2010-11-19,physics:physics:geo-ph,https://arxiv.org/pdf/1011.4111
oai:arXiv.org:1011.4352,2010-11-22,physics:physics:geo-ph,https://arxiv.org/pdf/1011.4352
oai:arXiv.org:1011.4911,2010-11-23,physics:physics:geo-ph,https://arxiv.org/pdf/1011.4911
oai:arXiv.org:0806.2329,2010-11-24,physics:physics:geo-ph,https://arxiv.org/pdf/0806.2329
oai:arXiv.org:0909.2372,2010-11-24,physics:physics:geo-ph,https://arxiv.org/pdf/0909.2372
oai:arXiv.org:1011.4975,2010-11-30,physics:physics:geo-ph,https://arxiv.org/pdf/1011.4975
oai:arXiv.org:1011.6501,2010-12-01,physics:physics:geo-ph,https://arxiv.org/pdf/1011.6501
oai:arXiv.org:1012.0020,2010-12-02,physics:physics:geo-ph,https://arxiv.org/pdf/1012.0020
oai:arXiv.org:1012.0520,2010-12-03,physics:physics:geo-ph,https://arxiv.org/pdf/1012.0520
oai:arXiv.org:0712.0018,2010-12-14,physics:physics:geo-ph,https://arxiv.org/pdf/0712.0018
oai:arXiv.org:0806.0167,2010-12-14,physics:physics:geo-ph,https://arxiv.org/pdf/0806.0167
oai:arXiv.org:1012.3259,2010-12-16,physics:physics:geo-ph,https://arxiv.org/pdf/1012.3259
oai:arXiv.org:1012.3585,2010-12-17,physics:physics:geo-ph,https://arxiv.org/pdf/1012.3585
oai:arXiv.org:1012.3588,2010-12-17,physics:physics:geo-ph,https://arxiv.org/pdf/1012.3588
oai:arXiv.org:1012.3838,2010-12-20,physics:physics:geo-ph,https://arxiv.org/pdf/1012.3838
oai:arXiv.org:1012.5635,2010-12-30,physics:physics:geo-ph,https://arxiv.org/pdf/1012.5635
oai:arXiv.org:physics/0110009,2011-01-04,physics:physics:geo-ph,https://arxiv.org/pdf/physics/0110009
oai:arXiv.org:physics/0508019,2011-01-04,physics:physics:geo-ph,https://arxiv.org/pdf/physics/0508019
oai:arXiv.org:0902.1554,2011-01-13,physics:physics:geo-ph,https://arxiv.org/pdf/0902.1554
oai:arXiv.org:1101.4871,2011-01-26,physics:physics:geo-ph,https://arxiv.org/pdf/1101.4871
oai:arXiv.org:1101.5062,2011-01-27,physics:physics:geo-ph,https://arxiv.org/pdf/1101.5062
oai:arXiv.org:1101.5085,2011-01-27,physics:physics:geo-ph,https://arxiv.org/pdf/1101.5085
oai:arXiv.org:1101.5546,2011-01-31,physics:physics:geo-ph,https://arxiv.org/pdf/1101.5546
oai:arXiv.org:1102.0125,2011-02-02,physics:physics:geo-ph,https://arxiv.org/pdf/1102.0125
oai:arXiv.org:0908.3732,2011-02-03,physics:physics:geo-ph,https://arxiv.org/pdf/0908.3732
oai:arXiv.org:1102.0609,2011-02-04,physics:physics:geo-ph,https://arxiv.org/pdf/1102.0609
oai:arXiv.org:1102.0655,2011-02-04,physics:physics:geo-ph,https://arxiv.org/pdf/1102.0655
oai:arXiv.org:1102.0656,2011-02-04,physics:physics:geo-ph,https://arxiv.org/pdf/1102.0656
oai:arXiv.org:1102.0661,2011-02-04,physics:physics:geo-ph,https://arxiv.org/pdf/1102.0661
oai:arXiv.org:1102.0665,2011-02-04,physics:physics:geo-ph,https://arxiv.org/pdf/1102.0665
oai:arXiv.org:1102.0668,2011-02-04,physics:physics:geo-ph,https://arxiv.org/pdf/1102.0668
oai:arXiv.org:1102.2060,2011-02-14,physics:physics:geo-ph,https://arxiv.org/pdf/1102.2060
oai:arXiv.org:1102.4323,2011-02-22,physics:physics:geo-ph,https://arxiv.org/pdf/1102.4323
oai:arXiv.org:1102.4692,2011-02-24,physics:physics:geo-ph,https://arxiv.org/pdf/1102.4692
oai:arXiv.org:1102.4778,2011-02-28,physics:physics:geo-ph,https://arxiv.org/pdf/1102.4778
oai:arXiv.org:1103.1043,2011-03-08,physics:physics:geo-ph,https://arxiv.org/pdf/1103.1043
oai:arXiv.org:1101.4141,2011-03-15,physics:physics:geo-ph,https://arxiv.org/pdf/1101.4141
oai:arXiv.org:1103.2385,2011-03-15,physics:physics:geo-ph,https://arxiv.org/pdf/1103.2385
oai:arXiv.org:1103.3033,2011-03-17,physics:physics:geo-ph,https://arxiv.org/pdf/1103.3033
oai:arXiv.org:1103.3816,2011-03-22,physics:physics:geo-ph,https://arxiv.org/pdf/1103.3816
oai:arXiv.org:1103.3972,2011-03-22,physics:physics:geo-ph,https://arxiv.org/pdf/1103.3972
oai:arXiv.org:1103.6084,2011-04-01,physics:physics:geo-ph,https://arxiv.org/pdf/1103.6084
oai:arXiv.org:physics/0702152,2011-04-04,physics:physics:geo-ph,https://arxiv.org/pdf/physics/0702152
oai:arXiv.org:1104.0480,2011-04-05,physics:physics:geo-ph,https://arxiv.org/pdf/1104.0480
oai:arXiv.org:1104.0481,2011-04-05,physics:physics:geo-ph,https://arxiv.org/pdf/1104.0481
oai:arXiv.org:1104.1033,2011-04-07,physics:physics:geo-ph,https://arxiv.org/pdf/1104.1033
oai:arXiv.org:1104.1368,2011-04-08,physics:physics:geo-ph,https://arxiv.org/pdf/1104.1368
oai:arXiv.org:1104.2741,2011-04-15,physics:physics:geo-ph,https://arxiv.org/pdf/1104.2741
oai:arXiv.org:1104.4038,2011-04-21,physics:physics:geo-ph,https://arxiv.org/pdf/1104.4038
oai:arXiv.org:1104.4748,2011-04-26,physics:physics:geo-ph,https://arxiv.org/pdf/1104.4748
oai:arXiv.org:1104.4813,2011-04-27,physics:physics:geo-ph,https://arxiv.org/pdf/1104.4813
oai:arXiv.org:1104.5153,2011-04-28,physics:physics:geo-ph,https://arxiv.org/pdf/1104.5153
oai:arXiv.org:1009.5555,2011-05-04,physics:physics:geo-ph,https://arxiv.org/pdf/1009.5555
oai:arXiv.org:1105.0720,2011-05-05,physics:physics:geo-ph,https://arxiv.org/pdf/1105.0720
oai:arXiv.org:1105.2841,2011-05-17,physics:physics:geo-ph,https://arxiv.org/pdf/1105.2841
oai:arXiv.org:1105.3136,2011-05-17,physics:physics:geo-ph,https://arxiv.org/pdf/1105.3136
oai:arXiv.org:1105.3837,2011-05-20,physics:physics:geo-ph,https://arxiv.org/pdf/1105.3837
oai:arXiv.org:1104.2743,2011-05-23,physics:physics:geo-ph,https://arxiv.org/pdf/1104.2743
oai:arXiv.org:1105.5277,2011-05-27,physics:physics:geo-ph,https://arxiv.org/pdf/1105.5277
oai:arXiv.org:1105.6315,2011-06-03,physics:physics:geo-ph,https://arxiv.org/pdf/1105.6315
oai:arXiv.org:1106.0818,2011-06-07,physics:physics:geo-ph,https://arxiv.org/pdf/1106.0818
oai:arXiv.org:1106.0986,2011-06-07,physics:physics:geo-ph,https://arxiv.org/pdf/1106.0986
oai:arXiv.org:1106.1081,2011-06-07,physics:physics:geo-ph,https://arxiv.org/pdf/1106.1081
oai:arXiv.org:1106.1268,2011-06-08,physics:physics:geo-ph,https://arxiv.org/pdf/1106.1268
oai:arXiv.org:1102.5173,2011-06-16,physics:physics:geo-ph,https://arxiv.org/pdf/1102.5173
oai:arXiv.org:1106.2938,2011-06-16,physics:physics:geo-ph,https://arxiv.org/pdf/1106.2938
oai:arXiv.org:1106.3315,2011-06-17,physics:physics:geo-ph,https://arxiv.org/pdf/1106.3315
oai:arXiv.org:1106.4665,2011-06-24,physics:physics:geo-ph,https://arxiv.org/pdf/1106.4665
oai:arXiv.org:1106.4679,2011-06-24,physics:physics:geo-ph,https://arxiv.org/pdf/1106.4679
oai:arXiv.org:1106.4680,2011-06-24,physics:physics:geo-ph,https://arxiv.org/pdf/1106.4680
oai:arXiv.org:1106.4942,2011-06-27,physics:physics:geo-ph,https://arxiv.org/pdf/1106.4942
oai:arXiv.org:1107.0930,2011-07-06,physics:physics:geo-ph,https://arxiv.org/pdf/1107.0930
oai:arXiv.org:1107.3331,2011-07-19,physics:physics:geo-ph,https://arxiv.org/pdf/1107.3331
oai:arXiv.org:1107.3499,2011-07-19,physics:physics:geo-ph,https://arxiv.org/pdf/1107.3499
oai:arXiv.org:1107.4753,2011-07-26,physics:physics:geo-ph,https://arxiv.org/pdf/1107.4753
oai:arXiv.org:1107.4430,2011-08-05,physics:physics:geo-ph,https://arxiv.org/pdf/1107.4430
oai:arXiv.org:1108.2804,2011-08-16,physics:physics:geo-ph,https://arxiv.org/pdf/1108.2804
oai:arXiv.org:1108.3063,2011-08-17,physics:physics:geo-ph,https://arxiv.org/pdf/1108.3063
oai:arXiv.org:1108.3402,2011-08-18,physics:physics:geo-ph,https://arxiv.org/pdf/1108.3402
oai:arXiv.org:1108.3403,2011-08-18,physics:physics:geo-ph,https://arxiv.org/pdf/1108.3403
oai:arXiv.org:1108.3665,2011-08-19,physics:physics:geo-ph,https://arxiv.org/pdf/1108.3665
oai:arXiv.org:1108.3974,2011-08-22,physics:physics:geo-ph,https://arxiv.org/pdf/1108.3974
oai:arXiv.org:1105.1233,2011-08-23,physics:physics:geo-ph,https://arxiv.org/pdf/1105.1233
oai:arXiv.org:0905.1490,2011-09-09,physics:physics:geo-ph,https://arxiv.org/pdf/0905.1490
oai:arXiv.org:1109.3319,2011-09-16,physics:physics:geo-ph,https://arxiv.org/pdf/1109.3319
oai:arXiv.org:1109.3635,2011-09-19,physics:physics:geo-ph,https://arxiv.org/pdf/1109.3635
oai:arXiv.org:1109.3662,2011-09-19,physics:physics:geo-ph,https://arxiv.org/pdf/1109.3662
oai:arXiv.org:1105.4653,2011-09-20,physics:physics:geo-ph,https://arxiv.org/pdf/1105.4653
oai:arXiv.org:1109.4695,2011-09-23,physics:physics:geo-ph,https://arxiv.org/pdf/1109.4695
oai:arXiv.org:1108.3404,2011-09-26,physics:physics:geo-ph,https://arxiv.org/pdf/1108.3404
oai:arXiv.org:physics/0612177,2011-09-29,physics:physics:geo-ph,https://arxiv.org/pdf/physics/0612177
oai:arXiv.org:1006.4307,2011-09-30,physics:physics:geo-ph,https://arxiv.org/pdf/1006.4307
oai:arXiv.org:1104.2248,2011-09-30,physics:physics:geo-ph,https://arxiv.org/pdf/1104.2248
oai:arXiv.org:1109.6617,2011-10-03,physics:physics:geo-ph,https://arxiv.org/pdf/1109.6617
oai:arXiv.org:1110.0202,2011-10-04,physics:physics:geo-ph,https://arxiv.org/pdf/1110.0202
oai:arXiv.org:0908.0648,2011-10-05,physics:physics:geo-ph,https://arxiv.org/pdf/0908.0648
oai:arXiv.org:1110.2169,2011-10-12,physics:physics:geo-ph,https://arxiv.org/pdf/1110.2169
oai:arXiv.org:1110.5315,2011-10-25,physics:physics:geo-ph,https://arxiv.org/pdf/1110.5315
oai:arXiv.org:1004.2675,2011-10-26,physics:physics:geo-ph,https://arxiv.org/pdf/1004.2675
oai:arXiv.org:1007.2155,2011-10-31,physics:physics:geo-ph,https://arxiv.org/pdf/1007.2155
oai:arXiv.org:1110.6460,2011-11-01,physics:physics:geo-ph,https://arxiv.org/pdf/1110.6460
oai:arXiv.org:1111.0648,2011-11-04,physics:physics:geo-ph,https://arxiv.org/pdf/1111.0648
oai:arXiv.org:1111.0750,2011-11-04,physics:physics:geo-ph,https://arxiv.org/pdf/1111.0750
oai:arXiv.org:1111.1121,2011-11-07,physics:physics:geo-ph,https://arxiv.org/pdf/1111.1121
oai:arXiv.org:physics/0007099,2011-11-10,physics:physics:geo-ph,https://arxiv.org/pdf/physics/0007099
oai:arXiv.org:physics/0411003,2011-11-10,physics:physics:geo-ph,https://arxiv.org/pdf/physics/0411003
oai:arXiv.org:1111.2377,2011-11-11,physics:physics:geo-ph,https://arxiv.org/pdf/1111.2377
oai:arXiv.org:1108.5003,2011-11-15,physics:physics:geo-ph,https://arxiv.org/pdf/1108.5003
oai:arXiv.org:1111.4924,2011-11-22,physics:physics:geo-ph,https://arxiv.org/pdf/1111.4924
oai:arXiv.org:1111.6482,2011-11-29,physics:physics:geo-ph,https://arxiv.org/pdf/1111.6482
oai:arXiv.org:1112.0894,2011-12-06,physics:physics:geo-ph,https://arxiv.org/pdf/1112.0894
oai:arXiv.org:1112.4259,2011-12-20,physics:physics:geo-ph,https://arxiv.org/pdf/1112.4259
oai:arXiv.org:1112.5288,2011-12-23,physics:physics:geo-ph,https://arxiv.org/pdf/1112.5288
oai:arXiv.org:1112.5572,2011-12-26,physics:physics:geo-ph,https://arxiv.org/pdf/1112.5572
oai:arXiv.org:1112.5592,2011-12-26,physics:physics:geo-ph,https://arxiv.org/pdf/1112.5592
oai:arXiv.org:physics/0511192,2011-12-30,physics:physics:geo-ph,https://arxiv.org/pdf/physics/0511192
oai:arXiv.org:physics/0512147,2011-12-30,physics:physics:geo-ph,https://arxiv.org/pdf/physics/0512147
oai:arXiv.org:physics/0512154,2011-12-30,physics:physics:geo-ph,https://arxiv.org/pdf/physics/0512154
oai:arXiv.org:physics/0602056,2011-12-30,physics:physics:geo-ph,https://arxiv.org/pdf/physics/0602056
oai:arXiv.org:physics/0602057,2011-12-30,physics:physics:geo-ph,https://arxiv.org/pdf/physics/0602057
oai:arXiv.org:1201.0587,2012-01-04,physics:physics:geo-ph,https://arxiv.org/pdf/1201.0587
oai:arXiv.org:1201.0634,2012-01-04,physics:physics:geo-ph,https://arxiv.org/pdf/1201.0634
oai:arXiv.org:1201.1189,2012-01-06,physics:physics:geo-ph,https://arxiv.org/pdf/1201.1189
oai:arXiv.org:1201.1201,2012-01-06,physics:physics:geo-ph,https://arxiv.org/pdf/1201.1201
oai:arXiv.org:1201.1301,2012-01-09,physics:physics:geo-ph,https://arxiv.org/pdf/1201.1301
oai:arXiv.org:1201.1659,2012-01-10,physics:physics:geo-ph,https://arxiv.org/pdf/1201.1659
oai:arXiv.org:1202.0912,2012-02-07,physics:physics:geo-ph,https://arxiv.org/pdf/1202.0912
oai:arXiv.org:1202.2081,2012-02-10,physics:physics:geo-ph,https://arxiv.org/pdf/1202.2081
oai:arXiv.org:1202.4826,2012-02-23,physics:physics:geo-ph,https://arxiv.org/pdf/1202.4826
oai:arXiv.org:1202.5198,2012-02-24,physics:physics:geo-ph,https://arxiv.org/pdf/1202.5198
oai:arXiv.org:1202.5438,2012-02-27,physics:physics:geo-ph,https://arxiv.org/pdf/1202.5438
oai:arXiv.org:1202.5840,2012-02-28,physics:physics:geo-ph,https://arxiv.org/pdf/1202.5840
oai:arXiv.org:1109.2324,2012-03-14,physics:physics:geo-ph,https://arxiv.org/pdf/1109.2324
oai:arXiv.org:1109.1810,2012-03-21,physics:physics:geo-ph,https://arxiv.org/pdf/1109.1810
oai:arXiv.org:1203.4921,2012-03-23,physics:physics:geo-ph,https://arxiv.org/pdf/1203.4921
oai:arXiv.org:1203.5286,2012-03-26,physics:physics:geo-ph,https://arxiv.org/pdf/1203.5286
oai:arXiv.org:1203.5691,2012-03-27,physics:physics:geo-ph,https://arxiv.org/pdf/1203.5691
oai:arXiv.org:1101.2295,2012-03-28,physics:physics:geo-ph,https://arxiv.org/pdf/1101.2295
oai:arXiv.org:1203.1031,2012-03-30,physics:physics:geo-ph,https://arxiv.org/pdf/1203.1031
oai:arXiv.org:1203.4451,2012-04-09,physics:physics:geo-ph,https://arxiv.org/pdf/1203.4451
oai:arXiv.org:1204.1499,2012-04-09,physics:physics:geo-ph,https://arxiv.org/pdf/1204.1499
oai:arXiv.org:1204.1500,2012-04-09,physics:physics:geo-ph,https://arxiv.org/pdf/1204.1500
oai:arXiv.org:1204.1560,2012-04-10,physics:physics:geo-ph,https://arxiv.org/pdf/1204.1560
oai:arXiv.org:1204.1662,2012-04-10,physics:physics:geo-ph,https://arxiv.org/pdf/1204.1662
oai:arXiv.org:1204.2244,2012-04-11,physics:physics:geo-ph,https://arxiv.org/pdf/1204.2244
oai:arXiv.org:1205.0415,2012-05-03,physics:physics:geo-ph,https://arxiv.org/pdf/1205.0415
oai:arXiv.org:1205.0419,2012-05-03,physics:physics:geo-ph,https://arxiv.org/pdf/1205.0419
oai:arXiv.org:1005.2362,2012-05-04,physics:physics:geo-ph,https://arxiv.org/pdf/1005.2362
oai:arXiv.org:1205.0819,2012-05-07,physics:physics:geo-ph,https://arxiv.org/pdf/1205.0819
oai:arXiv.org:1202.0096,2012-05-16,physics:physics:geo-ph,https://arxiv.org/pdf/1202.0096
oai:arXiv.org:1205.3628,2012-05-25,physics:physics:geo-ph,https://arxiv.org/pdf/1205.3628
oai:arXiv.org:1205.5708,2012-05-28,physics:physics:geo-ph,https://arxiv.org/pdf/1205.5708
oai:arXiv.org:1109.2350,2012-05-29,physics:physics:geo-ph,https://arxiv.org/pdf/1109.2350
oai:arXiv.org:1205.6122,2012-05-29,physics:physics:geo-ph,https://arxiv.org/pdf/1205.6122
oai:arXiv.org:1205.4360,2012-06-05,physics:physics:geo-ph,https://arxiv.org/pdf/1205.4360
oai:arXiv.org:1206.0840,2012-06-06,physics:physics:geo-ph,https://arxiv.org/pdf/1206.0840
oai:arXiv.org:1206.1589,2012-06-08,physics:physics:geo-ph,https://arxiv.org/pdf/1206.1589
oai:arXiv.org:1206.1853,2012-06-12,physics:physics:geo-ph,https://arxiv.org/pdf/1206.1853
oai:arXiv.org:1206.5845,2012-06-27,physics:physics:geo-ph,https://arxiv.org/pdf/1206.5845
oai:arXiv.org:1206.5922,2012-06-27,physics:physics:geo-ph,https://arxiv.org/pdf/1206.5922
oai:arXiv.org:1206.6513,2012-06-29,physics:physics:geo-ph,https://arxiv.org/pdf/1206.6513
oai:arXiv.org:1207.0365,2012-07-03,physics:physics:geo-ph,https://arxiv.org/pdf/1207.0365
oai:arXiv.org:1207.2306,2012-07-11,physics:physics:geo-ph,https://arxiv.org/pdf/1207.2306
oai:arXiv.org:1207.2332,2012-07-11,physics:physics:geo-ph,https://arxiv.org/pdf/1207.2332
oai:arXiv.org:1203.6539,2012-07-17,physics:physics:geo-ph,https://arxiv.org/pdf/1203.6539
oai:arXiv.org:1207.4506,2012-07-20,physics:physics:geo-ph,https://arxiv.org/pdf/1207.4506
oai:arXiv.org:1207.4836,2012-07-23,physics:physics:geo-ph,https://arxiv.org/pdf/1207.4836
oai:arXiv.org:1112.5217,2012-07-24,physics:physics:geo-ph,https://arxiv.org/pdf/1112.5217
oai:arXiv.org:1003.4374,2012-07-26,physics:physics:geo-ph,https://arxiv.org/pdf/1003.4374
oai:arXiv.org:1207.5924,2012-07-26,physics:physics:geo-ph,https://arxiv.org/pdf/1207.5924
oai:arXiv.org:1207.6733,2012-07-31,physics:physics:geo-ph,https://arxiv.org/pdf/1207.6733
oai:arXiv.org:1208.0617,2012-08-06,physics:physics:geo-ph,https://arxiv.org/pdf/1208.0617
oai:arXiv.org:1208.1233,2012-08-07,physics:physics:geo-ph,https://arxiv.org/pdf/1208.1233
oai:arXiv.org:1208.1296,2012-08-09,physics:physics:geo-ph,https://arxiv.org/pdf/1208.1296
oai:arXiv.org:1208.1753,2012-08-09,physics:physics:geo-ph,https://arxiv.org/pdf/1208.1753
oai:arXiv.org:1208.2982,2012-08-16,physics:physics:geo-ph,https://arxiv.org/pdf/1208.2982
oai:arXiv.org:1208.3936,2012-08-21,physics:physics:geo-ph,https://arxiv.org/pdf/1208.3936
oai:arXiv.org:1208.5254,2012-08-28,physics:physics:geo-ph,https://arxiv.org/pdf/1208.5254
oai:arXiv.org:1209.0201,2012-09-04,physics:physics:geo-ph,https://arxiv.org/pdf/1209.0201
oai:arXiv.org:1209.0554,2012-09-05,physics:physics:geo-ph,https://arxiv.org/pdf/1209.0554
oai:arXiv.org:1207.1980,2012-09-07,physics:physics:geo-ph,https://arxiv.org/pdf/1207.1980
oai:arXiv.org:1209.2889,2012-09-14,physics:physics:geo-ph,https://arxiv.org/pdf/1209.2889
oai:arXiv.org:1005.3439,2012-09-21,physics:physics:geo-ph,https://arxiv.org/pdf/1005.3439
oai:arXiv.org:1204.6073,2012-09-25,physics:physics:geo-ph,https://arxiv.org/pdf/1204.6073
oai:arXiv.org:1209.5256,2012-09-25,physics:physics:geo-ph,https://arxiv.org/pdf/1209.5256
oai:arXiv.org:1209.6335,2012-09-28,physics:physics:geo-ph,https://arxiv.org/pdf/1209.6335
oai:arXiv.org:1210.0788,2012-10-03,physics:physics:geo-ph,https://arxiv.org/pdf/1210.0788
oai:arXiv.org:1210.2196,2012-10-09,physics:physics:geo-ph,https://arxiv.org/pdf/1210.2196
oai:arXiv.org:1210.2695,2012-10-10,physics:physics:geo-ph,https://arxiv.org/pdf/1210.2695
oai:arXiv.org:1112.3879,2012-10-17,physics:physics:geo-ph,https://arxiv.org/pdf/1112.3879
oai:arXiv.org:1210.4958,2012-10-19,physics:physics:geo-ph,https://arxiv.org/pdf/1210.4958
oai:arXiv.org:1210.6851,2012-10-26,physics:physics:geo-ph,https://arxiv.org/pdf/1210.6851
oai:arXiv.org:1210.7142,2012-10-29,physics:physics:geo-ph,https://arxiv.org/pdf/1210.7142
oai:arXiv.org:1210.7456,2012-10-30,physics:physics:geo-ph,https://arxiv.org/pdf/1210.7456
oai:arXiv.org:1211.4545,2012-11-20,physics:physics:geo-ph,https://arxiv.org/pdf/1211.4545
oai:arXiv.org:1211.5113,2012-11-22,physics:physics:geo-ph,https://arxiv.org/pdf/1211.5113
oai:arXiv.org:1211.5316,2012-11-26,physics:physics:geo-ph,https://arxiv.org/pdf/1211.5316
oai:arXiv.org:1106.3334,2012-11-28,physics:physics:geo-ph,https://arxiv.org/pdf/1106.3334
oai:arXiv.org:1211.7227,2012-12-03,physics:physics:geo-ph,https://arxiv.org/pdf/1211.7227
oai:arXiv.org:1212.0883,2012-12-06,physics:physics:geo-ph,https://arxiv.org/pdf/1212.0883
oai:arXiv.org:1212.1350,2012-12-07,physics:physics:geo-ph,https://arxiv.org/pdf/1212.1350
oai:arXiv.org:1212.2391,2012-12-12,physics:physics:geo-ph,https://arxiv.org/pdf/1212.2391
oai:arXiv.org:1212.2580,2012-12-12,physics:physics:geo-ph,https://arxiv.org/pdf/1212.2580
oai:arXiv.org:1212.2627,2012-12-13,physics:physics:geo-ph,https://arxiv.org/pdf/1212.2627
oai:arXiv.org:1212.2628,2012-12-13,physics:physics:geo-ph,https://arxiv.org/pdf/1212.2628
oai:arXiv.org:1212.2763,2012-12-13,physics:physics:geo-ph,https://arxiv.org/pdf/1212.2763
oai:arXiv.org:1212.2981,2012-12-14,physics:physics:geo-ph,https://arxiv.org/pdf/1212.2981
oai:arXiv.org:1212.3287,2012-12-14,physics:physics:geo-ph,https://arxiv.org/pdf/1212.3287
oai:arXiv.org:1212.3668,2012-12-18,physics:physics:geo-ph,https://arxiv.org/pdf/1212.3668
oai:arXiv.org:1212.5061,2012-12-21,physics:physics:geo-ph,https://arxiv.org/pdf/1212.5061
oai:arXiv.org:1106.3841,2012-12-24,physics:physics:geo-ph,https://arxiv.org/pdf/1106.3841
oai:arXiv.org:1112.4696,2012-12-27,physics:physics:geo-ph,https://arxiv.org/pdf/1112.4696
oai:arXiv.org:1212.6394,2013-01-01,physics:physics:geo-ph,https://arxiv.org/pdf/1212.6394
oai:arXiv.org:physics/0703035,2013-01-03,physics:physics:geo-ph,https://arxiv.org/pdf/physics/0703035
oai:arXiv.org:1109.4448,2013-01-08,physics:physics:geo-ph,https://arxiv.org/pdf/1109.4448
oai:arXiv.org:1301.1295,2013-01-08,physics:physics:geo-ph,https://arxiv.org/pdf/1301.1295
oai:arXiv.org:1209.0196,2013-01-10,physics:physics:geo-ph,https://arxiv.org/pdf/1209.0196
oai:arXiv.org:1301.1280,2013-01-15,physics:physics:geo-ph,https://arxiv.org/pdf/1301.1280
oai:arXiv.org:1301.2156,2013-01-15,physics:physics:geo-ph,https://arxiv.org/pdf/1301.2156
oai:arXiv.org:1301.2658,2013-01-15,physics:physics:geo-ph,https://arxiv.org/pdf/1301.2658
oai:arXiv.org:1207.0853,2013-01-16,physics:physics:geo-ph,https://arxiv.org/pdf/1207.0853
oai:arXiv.org:1204.5445,2013-01-23,physics:physics:geo-ph,https://arxiv.org/pdf/1204.5445
oai:arXiv.org:1301.5223,2013-01-23,physics:physics:geo-ph,https://arxiv.org/pdf/1301.5223
oai:arXiv.org:1301.5303,2013-01-23,physics:physics:geo-ph,https://arxiv.org/pdf/1301.5303
oai:arXiv.org:1301.6965,2013-01-30,physics:physics:geo-ph,https://arxiv.org/pdf/1301.6965
oai:arXiv.org:1301.7642,2013-02-01,physics:physics:geo-ph,https://arxiv.org/pdf/1301.7642
oai:arXiv.org:1302.1183,2013-02-06,physics:physics:geo-ph,https://arxiv.org/pdf/1302.1183
oai:arXiv.org:1212.4630,2013-02-12,physics:physics:geo-ph,https://arxiv.org/pdf/1212.4630
oai:arXiv.org:1302.2582,2013-02-12,physics:physics:geo-ph,https://arxiv.org/pdf/1302.2582
oai:arXiv.org:1302.3779,2013-02-18,physics:physics:geo-ph,https://arxiv.org/pdf/1302.3779
oai:arXiv.org:1302.3100,2013-02-19,physics:physics:geo-ph,https://arxiv.org/pdf/1302.3100
oai:arXiv.org:1205.0773,2013-02-25,physics:physics:geo-ph,https://arxiv.org/pdf/1205.0773
oai:arXiv.org:1212.3516,2013-02-26,physics:physics:geo-ph,https://arxiv.org/pdf/1212.3516
oai:arXiv.org:1302.6466,2013-02-27,physics:physics:geo-ph,https://arxiv.org/pdf/1302.6466
oai:arXiv.org:1302.6680,2013-02-28,physics:physics:geo-ph,https://arxiv.org/pdf/1302.6680
oai:arXiv.org:1302.3021,2013-03-05,physics:physics:geo-ph,https://arxiv.org/pdf/1302.3021
oai:arXiv.org:1212.5828,2013-03-12,physics:physics:geo-ph,https://arxiv.org/pdf/1212.5828
oai:arXiv.org:1303.2642,2013-03-12,physics:physics:geo-ph,https://arxiv.org/pdf/1303.2642
oai:arXiv.org:1301.0365,2013-03-20,physics:physics:geo-ph,https://arxiv.org/pdf/1301.0365
oai:arXiv.org:1303.4513,2013-03-20,physics:physics:geo-ph,https://arxiv.org/pdf/1303.4513
oai:arXiv.org:1303.5303,2013-03-22,physics:physics:geo-ph,https://arxiv.org/pdf/1303.5303
oai:arXiv.org:1303.5304,2013-03-22,physics:physics:geo-ph,https://arxiv.org/pdf/1303.5304
oai:arXiv.org:1303.5347,2013-03-22,physics:physics:geo-ph,https://arxiv.org/pdf/1303.5347
oai:arXiv.org:1303.5348,2013-03-22,physics:physics:geo-ph,https://arxiv.org/pdf/1303.5348
oai:arXiv.org:1302.1796,2013-04-01,physics:physics:geo-ph,https://arxiv.org/pdf/1302.1796
oai:arXiv.org:1304.3542,2013-04-15,physics:physics:geo-ph,https://arxiv.org/pdf/1304.3542
oai:arXiv.org:1206.3010,2013-04-23,physics:physics:geo-ph,https://arxiv.org/pdf/1206.3010
oai:arXiv.org:1304.7821,2013-05-01,physics:physics:geo-ph,https://arxiv.org/pdf/1304.7821
oai:arXiv.org:1301.3020,2013-05-03,physics:physics:geo-ph,https://arxiv.org/pdf/1301.3020
oai:arXiv.org:1305.2158,2013-05-10,physics:physics:geo-ph,https://arxiv.org/pdf/1305.2158
oai:arXiv.org:1305.2170,2013-05-10,physics:physics:geo-ph,https://arxiv.org/pdf/1305.2170
oai:arXiv.org:1305.2169,2013-05-13,physics:physics:geo-ph,https://arxiv.org/pdf/1305.2169
oai:arXiv.org:1305.3245,2013-05-15,physics:physics:geo-ph,https://arxiv.org/pdf/1305.3245
oai:arXiv.org:1305.4856,2013-05-22,physics:physics:geo-ph,https://arxiv.org/pdf/1305.4856
oai:arXiv.org:physics/0005047,2013-05-29,physics:physics:geo-ph,https://arxiv.org/pdf/physics/0005047
oai:arXiv.org:physics/0005048,2013-05-29,physics:physics:geo-ph,https://arxiv.org/pdf/physics/0005048
oai:arXiv.org:physics/0005049,2013-05-29,physics:physics:geo-ph,https://arxiv.org/pdf/physics/0005049
oai:arXiv.org:1306.0663,2013-06-05,physics:physics:geo-ph,https://arxiv.org/pdf/1306.0663
